ENSEMBLID	Gene	ENTREZID
19240	ENSDARG00000011496	ppm1bb	100003481
19241	ENSDARG00000011498	si:ch211-212o1.2	492735
19242	ENSDARG00000011506	lpcat1	555969
19243	ENSDARG00000011533	sema6dl	550377
19244	ENSDARG00000011564	sfpq	406564
19245	ENSDARG00000011583	cry1b	554836
19246	ENSDARG00000011648	snrpd1	192331
19247	ENSDARG00000011662	chuk	393287
19248	ENSDARG00000011693	ttc36	492516
19249	ENSDARG00000011724	marveld1	497317
19250	ENSDARG00000011740	u2af2b	402989
19251	ENSDARG00000011777	CTTN	NA
19252	ENSDARG00000011785	tbx6	192294
19253	ENSDARG00000011797	tent5bb	568893
19254	ENSDARG00000011819	PCNX1	794337
19255	ENSDARG00000011837	C13H9orf72	402895
19256	ENSDARG00000011862	inaa	555251
19257	ENSDARG00000011870	sp8a	321264
19258	ENSDARG00000011909	ITPR2	562585
19259	ENSDARG00000012005	mob2b	724012
19260	ENSDARG00000012040	rnf19a	557995
19261	ENSDARG00000012044	polr3gla	447901
19262	ENSDARG00000012057	mtnr1al	30660
19263	ENSDARG00000012060	thbs3b	571317
19264	ENSDARG00000012072	dmac2l	393187
19265	ENSDARG00000012078	meis1b	170446
19266	ENSDARG00000012113	c19h1orf109	286778
19267	ENSDARG00000012135	fbxl2	378737
19268	ENSDARG00000012138	sgce	368230
19269	ENSDARG00000012141	papolg	393593
19270	ENSDARG00000012234	psme3	30649
19271	ENSDARG00000012248	rgma	414272
19272	ENSDARG00000012274	eif4e1c	550549
19273	ENSDARG00000012422	col11a2	561679
19274	ENSDARG00000012453	rnls	436880
19275	ENSDARG00000012460	rassf4a	494494
19276	ENSDARG00000012563	pdss2	436624
19277	ENSDARG00000012577	waca	323904
19278	ENSDARG00000012632	zgc:92749	436843
19279	ENSDARG00000012688	eif1	322237
19280	ENSDARG00000012718	wee2	327471
19281	ENSDARG00000012741	maco1b	393435
19282	ENSDARG00000012745	poc1bl	503760
19283	ENSDARG00000012788	foxa3	30559
19284	ENSDARG00000012789	plek2	567753
19285	ENSDARG00000012824	itga3b	100331874
19286	ENSDARG00000012829	asah2	493602
19287	ENSDARG00000012972	cfl1l	406738
19288	ENSDARG00000012981	osbpl7	449656
19289	ENSDARG00000013079	tubgcp2	386975
19290	ENSDARG00000013095	gclc	326857
19291	ENSDARG00000013168	jag1b	140423
19293	ENSDARG00000013207	zeb1b	114425
19294	ENSDARG00000013245	wbp1la	555492
19295	ENSDARG00000013251	hsf4	503739
19296	ENSDARG00000013274	eif4eb	493617
19297	ENSDARG00000013295	slc2a3a	436916
19298	ENSDARG00000013335	anxa6	353363
19299	ENSDARG00000013389	gabra4	550520
19300	ENSDARG00000013453	tdrd9	553222
19301	ENSDARG00000013491	MAP3K9	560639
19302	ENSDARG00000013539	ikzf1	30177
19303	ENSDARG00000013623	vdac2	322126
19304	ENSDARG00000013704	cers2a	259251
19305	ENSDARG00000013721	g6pc1a.2	563180
19306	ENSDARG00000013763	rrbp1a	553448
19308	ENSDARG00000013777	ppp1r13l	541507
19309	ENSDARG00000013822	anapc16	550576
19310	ENSDARG00000013828	SNX13	503733
19311	ENSDARG00000013855	slc12a3	565439
19312	ENSDARG00000013863	fam133b	790942
19313	ENSDARG00000013880	SPATA20	567862
19314	ENSDARG00000013931	eif3m	334626
19315	ENSDARG00000013950	pdf	619248
19316	ENSDARG00000013968	psap	140811
19317	ENSDARG00000014005	LRRC45	100329452
19318	ENSDARG00000014031	abcc2	393561
19319	ENSDARG00000014091	osr1	450059
19320	ENSDARG00000014101	pyroxd2	553066
19321	ENSDARG00000014103	dkk1a	799377
19322	ENSDARG00000014139	SRP72	327335
19323	ENSDARG00000014159	mtdha	368910
19324	ENSDARG00000014161	ercc4	327322
19325	ENSDARG00000014165	ssr3	337190
19326	ENSDARG00000014215	CDH13	558732
19327	ENSDARG00000014222	zgc:86598	415254
19329	ENSDARG00000014287	eno2	402874
19330	ENSDARG00000014428	ppp2r5d	406610
19331	ENSDARG00000014490	tac1	555634
19332	ENSDARG00000014499	nutf2l	445204
19333	ENSDARG00000014554	ppp1r3cb	393807
19334	ENSDARG00000014569	hnrnpr	406735
19335	ENSDARG00000014588	adcy2b	557902
19336	ENSDARG00000014591	ilf2	406517
19337	ENSDARG00000014626	dlx3b	30585
19338	ENSDARG00000014634	mbtps1	326710
19339	ENSDARG00000014673	fzd9b	58023
19341	ENSDARG00000014680	znf710a	327348
19342	ENSDARG00000014682	tmem26b	100136874
19343	ENSDARG00000014840	prph2b	559209
19344	ENSDARG00000014907	htra1b	565082
19345	ENSDARG00000014943	kif23	30627
19346	ENSDARG00000014946	angpt2a	101101687
19347	ENSDARG00000014994	tbp	368882
19348	ENSDARG00000015015	tspan18b	436712
19349	ENSDARG00000015050	calm2b	192322
19351	ENSDARG00000015144	SH2D4B	560557
19352	ENSDARG00000015290	sacm1la	558940
19353	ENSDARG00000015315	psmc5	445285
19354	ENSDARG00000015355	fosl1a	564241
19355	ENSDARG00000015399	foxf1	566407
19356	ENSDARG00000015427	hdac1	192302
19357	ENSDARG00000015445	lim2.4	436680
19358	ENSDARG00000015476	iqch	567336
19360	ENSDARG00000015576	itprip	550570
19361	ENSDARG00000015653	tnip1	449958
19362	ENSDARG00000015654	ca15a	553469
19363	ENSDARG00000015662	pla2g12b	406739
19364	ENSDARG00000015674	msx3	30526
19365	ENSDARG00000015747	aarsd1	445178
19366	ENSDARG00000015757	tmem50a	406850
19367	ENSDARG00000015759	tspan7	406802
19368	ENSDARG00000015854	chata	100170938
19369	ENSDARG00000015890	mafa	114467
19370	ENSDARG00000015891	PTPRE	100499203
19371	ENSDARG00000015906	mxtx2	58078
19372	ENSDARG00000015989	zdhhc16b	393316
19373	ENSDARG00000016038	hacd3	393441
19374	ENSDARG00000016080	NOB1	557254
19375	ENSDARG00000016089	BICRAL	559084
19377	ENSDARG00000016139	mkks	393134
19378	ENSDARG00000016156	fam53b	406586
19379	ENSDARG00000016160	gmpr	553639
19380	ENSDARG00000016318	med7	326098
19381	ENSDARG00000016337	LCTL	564250
19382	ENSDARG00000016350	cap1	334527
19383	ENSDARG00000016368	zbtb8os	550382
19384	ENSDARG00000016375	asns	394138
19385	ENSDARG00000016412	agt	322485
19386	ENSDARG00000016427	fignl1	569539
19387	ENSDARG00000016443	eif3c	334234
19388	ENSDARG00000016457	irf9	403013
19389	ENSDARG00000016623	si:ch211-195b13.1	768159
19390	ENSDARG00000016656	mgme1	494097
19392	ENSDARG00000016676	gnao1a	393760
19393	ENSDARG00000016704	pbld	100000319
19394	ENSDARG00000016721	sdha	393884
19395	ENSDARG00000016765	scamp3	492473
19396	ENSDARG00000016811	ints3	560575
19397	ENSDARG00000016854	neurod2	114435
19398	ENSDARG00000016855	sf3b5	436751
19400	ENSDARG00000016934	ttyh2	436763
19401	ENSDARG00000016951	neurog3	114411
19402	ENSDARG00000016999	lin28ab	394066
19403	ENSDARG00000017058	large2	446214
19404	ENSDARG00000017093	emc8	406679
19407	ENSDARG00000017126	ilvbl	393639
19408	ENSDARG00000017128	MYOF	559066
19409	ENSDARG00000017165	SLC3A1	557757
19411	ENSDARG00000017199	elp2	560338
19413	ENSDARG00000017254	kcnk1b	561206
19414	ENSDARG00000017299	fabp4a	447944
19415	ENSDARG00000017316	bag5	569580
19416	ENSDARG00000017329	cdkl1	445316
19418	ENSDARG00000017369	sema3d	30250
19419	ENSDARG00000017422	apmap	266637
19420	ENSDARG00000017429	sphkap	100034387
19421	ENSDARG00000017445	eif3i	406263
19422	ENSDARG00000017489	ifi27.1	403118
19423	ENSDARG00000017500	rock2a	317747
19424	ENSDARG00000017522	ctdp1	442930
19425	ENSDARG00000017565	itk	798906
19426	ENSDARG00000017595	ccdc6b	393211
19427	ENSDARG00000017612	pnpo	402868
19428	ENSDARG00000017675	utp4	406571
19429	ENSDARG00000017696	utp25	286787
19430	ENSDARG00000017809	stard3	63998
19431	ENSDARG00000017835	brf1a	334402
19432	ENSDARG00000017853	prepl	796680
19433	ENSDARG00000017960	sfxn2	334757
19434	ENSDARG00000018000	ubp1	100136855
19435	ENSDARG00000018010	crtap	406626
19436	ENSDARG00000018022	msh2	406845
19437	ENSDARG00000018069	rdh12	436597
19438	ENSDARG00000018124	psmd3	393544
19439	ENSDARG00000018145	mid1ip1l	322977
19440	ENSDARG00000018153	nt5c1ba	798022
19441	ENSDARG00000018162	ctnnal1	100034581
19442	ENSDARG00000018259	atp1a3a	64610
19443	ENSDARG00000018281	cfap161	550471
19444	ENSDARG00000018283	cyba	393551
19446	ENSDARG00000018303	etv4	30700
19447	ENSDARG00000018321	lbx1a	564103
19448	ENSDARG00000018327	illr3	677740
19449	ENSDARG00000018382	prkcha	100144561
19450	ENSDARG00000018397	hpca	393696
19451	ENSDARG00000018418	pth3r	30651
19452	ENSDARG00000018492	znf503	324913
19453	ENSDARG00000018529	lipf	406713
19454	ENSDARG00000018574	sf3b4	192318
19455	ENSDARG00000018602	rab5aa	337737
19456	ENSDARG00000018621	slc6a19a.1	553256
19457	ENSDARG00000018726	slco3a1a	569735
19458	ENSDARG00000018742	psme4b	553346
19459	ENSDARG00000018788	st8sia2	555134
19460	ENSDARG00000018890	snrpa	324121
19461	ENSDARG00000018904	cstf3	406326
19462	ENSDARG00000018923	FAT2	568468
19463	ENSDARG00000018936	zcchc17	393516
19464	ENSDARG00000018956	tmem39b	334110
19465	ENSDARG00000019081	dhdh.2	449558
19467	ENSDARG00000019144	rab4a	403031
19468	ENSDARG00000019179	lrit1a	553943
19469	ENSDARG00000019195	vps9d1	503773
19470	ENSDARG00000019222	mrpl24	436674
19471	ENSDARG00000019274	rasd1	393504
19472	ENSDARG00000019299	znf687b	100006039
19473	ENSDARG00000019345	mark3a	334300
19474	ENSDARG00000019418	kcnj2a	564522
19475	ENSDARG00000019426	trioa	557667
19476	ENSDARG00000019451	pcsk2	100004460
19477	ENSDARG00000019484	zdhhc7	436875
19478	ENSDARG00000019487	tmx1	323607
19479	ENSDARG00000019492	shbg	322604
19480	ENSDARG00000019636	yif1a	334982
19481	ENSDARG00000019709	rhoua	492802
19482	ENSDARG00000019728	bmpr1aa	58145
19483	ENSDARG00000019742	tlr4ba	403131
19484	ENSDARG00000019746	rfng	414848
19485	ENSDARG00000019810	nfe2l3	406512
19486	ENSDARG00000019842	cnot3b	327627
19487	ENSDARG00000019845	pdlim1	550568
19488	ENSDARG00000020007	col1a2	336471
19489	ENSDARG00000020041	vps35l	563454
19490	ENSDARG00000020079	neil3	492463
19491	ENSDARG00000020085	slc33a1	394083
19492	ENSDARG00000020149	ACOXL	569104
19494	ENSDARG00000020219	dld	30138
19496	ENSDARG00000020228	usf2	567297
19497	ENSDARG00000020237	mc1r	353151
19498	ENSDARG00000020278	si:dkeyp-120h9.1	566469
19499	ENSDARG00000020311	cnih1	406282
19500	ENSDARG00000020345	clasp2	404604
19501	ENSDARG00000020371	g6pc3	790919
19502	ENSDARG00000020405	napab	327082
19503	ENSDARG00000020417	emx3	30536
19504	ENSDARG00000020442	snx5	406797
19505	ENSDARG00000020449	yipf3	334511
19506	ENSDARG00000020450	cacng8a	550428
19507	ENSDARG00000020454	psmd8	415221
19509	ENSDARG00000020488	arhgap17a	550254
19510	ENSDARG00000020493	lgi1a	323011
19511	ENSDARG00000020509	srd5a1	767715
19512	ENSDARG00000020521	exoc6	406591
19513	ENSDARG00000020541	ism1	497617
19514	ENSDARG00000020611	C18H19orf47	692267
19515	ENSDARG00000020656	prkg1a	394005
19516	ENSDARG00000020795	rac3b	795167
19517	ENSDARG00000020798	necap1	393695
19518	ENSDARG00000020841	rbm7	334784
19519	ENSDARG00000020850	eef1a1l1	30516
19520	ENSDARG00000020853	galr2a	110438944
19521	ENSDARG00000020876	PDK2	794083
19522	ENSDARG00000021048	clptm1l	436653
19523	ENSDARG00000021112	c1d	474329
19524	ENSDARG00000021140	pabpc1b	393856
19525	ENSDARG00000021150	valopa	58109
19526	ENSDARG00000021154	zgc:92040	436664
19527	ENSDARG00000021163	thrb	30607
19528	ENSDARG00000021201	noto	30260
19529	ENSDARG00000021255	ARHGAP22	562503
19530	ENSDARG00000021352	gria1a	798689
19531	ENSDARG00000021372	tob1b	406245
19533	ENSDARG00000021404	zgc:110319	796111
19534	ENSDARG00000021439	ncoa4	394104
19535	ENSDARG00000021444	prf1.2	103909237
19536	ENSDARG00000021462	daw1	556760
19537	ENSDARG00000021488	cyth1b	325586
19538	ENSDARG00000021547	vrk2	394145
19539	ENSDARG00000021555	prkn	550328
19540	ENSDARG00000021557	wdr45b	393210
19541	ENSDARG00000021566	OTOP1	NA
19542	ENSDARG00000021572	CGAS	557043
19543	ENSDARG00000021584	cntn5	327429
19544	ENSDARG00000021681	asrgl1	541402
19545	ENSDARG00000021806	zfp36l2	333941
19546	ENSDARG00000021853	ntpcr	445069
19547	ENSDARG00000021864	rplp1	336719
19548	ENSDARG00000021885	CACUL1	100538081
19549	ENSDARG00000021895	disc1	407621
19550	ENSDARG00000021974	sfr1	568747
19552	ENSDARG00000021991	erlin1	541490
19553	ENSDARG00000022007	spef1	393499
19554	ENSDARG00000022048	tlr4bb	403132
19555	ENSDARG00000022098	opn4a	571624
19556	ENSDARG00000022160	TTC23	558875
19557	ENSDARG00000022183	gsto1	436894
19558	ENSDARG00000022280	brd2a	30445
19559	ENSDARG00000022410	rrp12	563195
19560	ENSDARG00000022437	cd81b	445280
19561	ENSDARG00000022503	PKD2L1	567026
19562	ENSDARG00000022564	zgc:56106	393163
19563	ENSDARG00000022614	ddx43	100136871
19564	ENSDARG00000022817	pvalb3	100000771
19565	ENSDARG00000022918	tbcc	553378
19567	ENSDARG00000023110	mapk7	541323
19568	ENSDARG00000023160	snrnp40	393292
19570	ENSDARG00000023290	fabp3	171478
19571	ENSDARG00000023298	rps27.1	554155
19572	ENSDARG00000023299	snu13b	321114
19573	ENSDARG00000023472	ctnnb2	324004
19574	ENSDARG00000023591	nrbf2b	436886
19575	ENSDARG00000023627	ggps1	336798
19576	ENSDARG00000023659	gabpb1	768285
19577	ENSDARG00000023722	hcrtr2	561260
19578	ENSDARG00000023797	ryr1b	570245
19579	ENSDARG00000023900	casd1	692268
19580	ENSDARG00000023920	llgl2	795670
19581	ENSDARG00000023988	dctn4	550479
19582	ENSDARG00000023989	pef1	445249
19583	ENSDARG00000024184	narf	436614
19584	ENSDARG00000024209	wasf2	394056
19585	ENSDARG00000024278	adh8b	402841
19586	ENSDARG00000024311	nsmce4a	553544
19587	ENSDARG00000024314	herpud1	565499
19588	ENSDARG00000024381	msto1	334306
19589	ENSDARG00000024398	get4	796309
19590	ENSDARG00000024416	polr1f	402856
19591	ENSDARG00000024431	ets1	280651
19592	ENSDARG00000024488	top2a	323733
19593	ENSDARG00000024492	col9a2	321212
19594	ENSDARG00000024560	slc4a1b	561787
19595	ENSDARG00000024561	nolc1	561131
19596	ENSDARG00000024619	foxo6b	566899
19597	ENSDARG00000024631	nlrc5	100535184
19598	ENSDARG00000024771	slc24a5	570312
19599	ENSDARG00000025012	tpi1a	192309
19600	ENSDARG00000025017	prdm8	406719
19601	ENSDARG00000025089	LOXL4	100320658
19602	ENSDARG00000025187	six6a	394080
19603	ENSDARG00000025226	znf668	797423
19604	ENSDARG00000025269	pdcd6ip	406669
19605	ENSDARG00000025285	panx1a	393890
19606	ENSDARG00000025299	TSPAN9	555341
19608	ENSDARG00000025332	rbm28	393291
19609	ENSDARG00000025383	arl2bp	393976
19610	ENSDARG00000025549	ndufaf1	503714
19611	ENSDARG00000025555	ormdl3	450067
19612	ENSDARG00000025577	zgc:66447	326023
19613	ENSDARG00000025605	nvl	406805
19615	ENSDARG00000025875	kctd2	751724
19616	ENSDARG00000025948	mlh1	393632
19617	ENSDARG00000025953	rhoq	327510
19618	ENSDARG00000026070	cd82b	324137
19619	ENSDARG00000026072	pdcd5	394152
19620	ENSDARG00000026081	lhcgr	402920
19621	ENSDARG00000026090	adprm	393393
19622	ENSDARG00000026170	hps1	563067
19623	ENSDARG00000026225	nsd2	100000709
19624	ENSDARG00000026247	insyn1	100003007
19625	ENSDARG00000026294	erbb2	386966
19626	ENSDARG00000026359	pbld2	550596
19627	ENSDARG00000026395	rfx4	403016
19628	ENSDARG00000026482	arhgap12b	393848
19629	ENSDARG00000026513	hoxb6b	58053
19630	ENSDARG00000026611	socs3b	406596
19631	ENSDARG00000026616	zgc:113425	541425
19632	ENSDARG00000026664	uri1	560572
19633	ENSDARG00000026762	hycc1	402926
19634	ENSDARG00000026766	bcl2l10	373113
19635	ENSDARG00000026829	cotl1	336381
19637	ENSDARG00000026865	fam107b	386641
19638	ENSDARG00000026892	gpatch11	436666
19639	ENSDARG00000027009	zgc:85777	405871
19640	ENSDARG00000027016	GBF1	566350
19641	ENSDARG00000027070	acbd4	406368
19642	ENSDARG00000027159	fbxo28	556288
19645	ENSDARG00000027285	KCNF1	100334378
19646	ENSDARG00000027423	igf1ra	245701
19647	ENSDARG00000027428	rpp30	541352
19648	ENSDARG00000027472	gphb5	100310830
19649	ENSDARG00000027491	uros	404731
19650	ENSDARG00000027595	selenot1b	352921
19651	ENSDARG00000027599	fam221a	541338
19652	ENSDARG00000027602	lrfn1	393587
19653	ENSDARG00000027612	gatad1	678617
19655	ENSDARG00000027738	si:ch211-13c6.2	100000125
19656	ENSDARG00000027777	TNFAIP3	564497
19657	ENSDARG00000027887	zfyve21	100004144
19658	ENSDARG00000027899	sem1	322269
19659	ENSDARG00000028012	tpmt.2	573111
19660	ENSDARG00000028088	galk1	449829
19661	ENSDARG00000028148	pax2a	30425
19662	ENSDARG00000028201	commd8	777610
19664	ENSDARG00000028228	zbtb18	100003157
19665	ENSDARG00000028259	aldh3a2a	323653
19666	ENSDARG00000028321	synj2bp	334599
19667	ENSDARG00000028327	gmfb	406384
19668	ENSDARG00000028336	dhdh.1	406433
19669	ENSDARG00000028431	adnp2b	564171
19670	ENSDARG00000028469	RPS6KA2	571285
19672	ENSDARG00000028748	tm9sf3	406698
19673	ENSDARG00000028845	CALCR	560268
19674	ENSDARG00000028943	mtss1la	560413
19675	ENSDARG00000028957	maff	393307
19676	ENSDARG00000028973	tekt2	550629
19677	ENSDARG00000029043	nup42	406491
19678	ENSDARG00000029058	rbbp4	321726
19679	ENSDARG00000029100	chchd1	557606
19680	ENSDARG00000029291	ipmkb	790916
19681	ENSDARG00000029305	baiap2l1a	387261
19682	ENSDARG00000029308	prr15lb	550400
19683	ENSDARG00000029501	gsk3aa	560194
19684	ENSDARG00000029600	wdr32	405882
19685	ENSDARG00000029621	sgms1b	566563
19687	ENSDARG00000029663	rab1ab	368883
19688	ENSDARG00000029695	pgp	792824
19689	ENSDARG00000029761	pals2b	394134
19691	ENSDARG00000029818	srsf5a	335396
19692	ENSDARG00000029894	slc2a15a	394245
19693	ENSDARG00000029928	ap3m1	266798
19694	ENSDARG00000030078	glipr1b	393547
19695	ENSDARG00000030215	matn1	403023
19696	ENSDARG00000030251	klhl36	553604
19697	ENSDARG00000030265	scdb	553734
19698	ENSDARG00000030326	efna1a	393569
19699	ENSDARG00000030364	angpt1	114407
19700	ENSDARG00000030402	twist1a	30175
19701	ENSDARG00000030440	rsrp1	724003
19702	ENSDARG00000030441	ppa1b	550531
19703	ENSDARG00000030449	crabp2b	503502
19704	ENSDARG00000030465	tmem263	406415
19706	ENSDARG00000030512	tsnaxip1	565917
19707	ENSDARG00000030583	foxk2a	324141
19708	ENSDARG00000030626	lrit2	553557
19709	ENSDARG00000030630	mfsd2aa	492810
19710	ENSDARG00000030700	ctps1a	322089
19711	ENSDARG00000030716	ing4	322113
19712	ENSDARG00000030733	b3gat2	445060
19713	ENSDARG00000030743	sptlc3	445168
19714	ENSDARG00000030753	prrg4	550330
19716	ENSDARG00000030804	fam120b	445206
19717	ENSDARG00000030871	siah1	80955
19718	ENSDARG00000030872	cetp	492488
19719	ENSDARG00000030945	BLTP2	NA
19722	ENSDARG00000031048	gspt1	445485
19723	ENSDARG00000031095	veph1	405756
19725	ENSDARG00000031283	vamp1a	406707
19726	ENSDARG00000031293	dnajc9	436706
19727	ENSDARG00000031302	smap1	777731
19728	ENSDARG00000031348	mc5ra	286834
19729	ENSDARG00000031383	klhl38a	559083
19730	ENSDARG00000031427	calm2a	336121
19731	ENSDARG00000031483	col9a1b	406548
19732	ENSDARG00000031494	prrc2a	394248
19733	ENSDARG00000031511	psmb2	436882
19735	ENSDARG00000031616	g6pc1a.1	445118
19736	ENSDARG00000031702	PRKG1	566430
19737	ENSDARG00000031712	grm3	565256
19738	ENSDARG00000031751	npr1a	560653
19739	ENSDARG00000031756	mef2aa	30564
19740	ENSDARG00000031763	smad6b	564395
19741	ENSDARG00000031770	kat7b	323181
19742	ENSDARG00000031795	abcf1	406467
19743	ENSDARG00000031819	eif4ebp2	386945
19744	ENSDARG00000031885	psmb12	64279
19745	ENSDARG00000031888	mapk8a	562720
19746	ENSDARG00000031915	hif1an	373126
19747	ENSDARG00000031968	cpped1	492772
19748	ENSDARG00000031981	pcbd1	393787
19749	ENSDARG00000032102	prdx3	373079
19750	ENSDARG00000032103	mapk6	565830
19751	ENSDARG00000032155	ppm1aa	30704
19752	ENSDARG00000032435	itga9	394012
19753	ENSDARG00000032469	ampd3b	333997
19754	ENSDARG00000032532	arpp19a	393603
19755	ENSDARG00000032552	marchf5	561952
19756	ENSDARG00000032575	ywhaz	336610
19757	ENSDARG00000032578	pax2b	60638
19758	ENSDARG00000032601	macrod2	393521
19759	ENSDARG00000032651	ppp1r10	192329
19760	ENSDARG00000032780	pigf	402942
19761	ENSDARG00000032849	ndrg1a	792085
19762	ENSDARG00000032859	lratd2a	767732
19763	ENSDARG00000032876	trit1	553523
19764	ENSDARG00000032929	cryba1l1	550433
19765	ENSDARG00000032970	cox4i1	326975
19766	ENSDARG00000032985	mrpl27	553709
19767	ENSDARG00000033020	ppcdc	393753
19769	ENSDARG00000033144	psme2	30647
19770	ENSDARG00000033170	sult2st1	338214
19771	ENSDARG00000033182	arl4ab	338267
19772	ENSDARG00000033251	osbpl3a	447908
19773	ENSDARG00000033285	gsto2	492500
19774	ENSDARG00000033320	sar1ab	550581
19775	ENSDARG00000033327	unc5b	494130
19776	ENSDARG00000033364	mgst3b	567275
19777	ENSDARG00000033367	rrm2b	368909
19778	ENSDARG00000033440	metap1	503783
19780	ENSDARG00000033447	nxph1	437006
19781	ENSDARG00000033537	p4ha1a	562774
19782	ENSDARG00000033551	fbxw4	58035
19783	ENSDARG00000033566	cyp17a1	399692
19784	ENSDARG00000033599	pdia8	445123
19785	ENSDARG00000033662	scd	386661
19786	ENSDARG00000033754	rbm48	402897
19787	ENSDARG00000033804	snx27a	566205
19788	ENSDARG00000033854	abrab	445477
19789	ENSDARG00000033899	ap2m1b	394001
19790	ENSDARG00000033967	trmt2b	606657
19791	ENSDARG00000033999	cyp26a1	30381
19792	ENSDARG00000034001	TANGO6	572623
19793	ENSDARG00000034168	serpini1	557627
19794	ENSDARG00000034178	cpsf1	432372
19795	ENSDARG00000034181	esr2b	317733
19796	ENSDARG00000034195	top2b	569877
19798	ENSDARG00000034215	rab42a	406315
19799	ENSDARG00000034309	cox10	553384
19800	ENSDARG00000034423	sncga	550229
19801	ENSDARG00000034470	aldoab	406496
19802	ENSDARG00000034605	zgc:153169	767799
19803	ENSDARG00000034633	emc9	393094
19804	ENSDARG00000034668	celf3a	57922
19805	ENSDARG00000034734	med6	415174
19806	ENSDARG00000034753	tspan3a	565579
19807	ENSDARG00000034768	PHF3	553518
19808	ENSDARG00000034871	MID2	799891
19809	ENSDARG00000034885	bet1	415135
19811	ENSDARG00000034956	myclb	567762
19812	ENSDARG00000034988	asb4	550321
19813	ENSDARG00000035005	bag2	393975
19814	ENSDARG00000035054	pdcd10a	393527
19815	ENSDARG00000035101	dicp2.1	100884137
19816	ENSDARG00000035161	pkdcca	559418
19818	ENSDARG00000035273	TMTC2	555381
19819	ENSDARG00000035458	atp2a1l	494489
19821	ENSDARG00000035655	rad21b	566831
19824	ENSDARG00000035663	zgc:103438	450015
19826	ENSDARG00000035676	ptp4a2b	334483
19827	ENSDARG00000035677	bmp8a	561963
19828	ENSDARG00000035678	zgc:91910	445276
19829	ENSDARG00000035679	psma2b	403015
